,_id,tweet_id,text,author,date,location,sentiment,author_fav_count,author_followers,tweet_retweets,tweet_favs
94,3892b21d-16ba-498e-913d-bd365408445d,1253471678774095874,@mirpaix @elonmusk @Tesla Wow congrats French man go back to fixing your president before you talk about American stuff,Jacob Prittie,2020-04-23 23:51:51,"Indianapolis, IN",positive,217.0,6.0,0.0,1.0
95,66646943-71d2-4308-b997-9e37953870d0,1253471980457734147,"@NuovaRealta @Tesla Yes, very nice",live long and prosper,2020-04-23 23:53:03,Planet Earth,positive,9168.0,65.0,0.0,0.0
96,29333163-5a9e-4418-bfe3-261242e0e691,1253472211341504512,Best car I’ve ever owned #Tesla https://t.co/BTuEXbab4b,Jay Cordero,2020-04-23 23:53:58,"Fresno, CA",positive,7341.0,628.0,0.0,24.0
97,0ba71367-0243-4506-946e-90457dad8acb,1253472412882124801,"Elon Musk: Tesla has sent over 1,000 ventilators to hospitals - CNET: MT @mikequindazzi https://t.co/77Qs9frERI https://t.co/SIxzSZgx7K",Harry Miller,2020-04-23 23:54:46,"Renton, WA",positive,30428.0,13306.0,0.0,1.0
98,be90de5d-32e8-43b7-8578-39bc037226c1,1253472452514062336,@Tesla @elonmusk Make some Tesla branded masks!!!!! I’ll buy,gaines,2020-04-23 23:54:55,,positive,21.0,0.0,0.0,0.0
99,b051d2e3-0deb-4eda-8b9b-7c7aa6f8d3dc,1253472566510936064,"ordered a lyft today to the dispensary and back and i got an older african man in a tesla model t with butterfly doors😂 he asked what the place was, I said ""a dispensary"" and he said ""ohhh like medicine?"" and i didn't have the heart to say no",giuseppe giusouppi,2020-04-23 23:55:22,the town,positive,22940.0,172.0,0.0,2.0
100,09171c13-d64a-4397-be95-55c870d6f634,1253473028614295559,"@jnoien @thirdrowtesla @Tesla Wow, Serbia is dark. Nothing. That is actually impressive.",Nick,2020-04-23 23:57:13,"Point Elias, Stalburg",positive,30680.0,207.0,0.0,1.0
101,6ed663b6-64e4-46d9-aea8-67e847ad94fb,1253473113846710277,"@CoryGroshek Only took a crushing of the entire battery metals industry, Tesla to beat the crap out of legacy auto, and a ridiculous virus situation for the main street media to notice a project that has been around for countless years.",Noah Seidman 💙,2020-04-23 23:57:33,,positive,6957.0,1659.0,0.0,1.0
102,91222a64-9954-4fbb-be41-1a4009e7adbe,1253473423902334980,"When everyone returns to normaly #TeslaSemi will have some 6 advantages vs #DieselTrucks and will dominate the trucking industry when production starts.
-
Watch why https://t.co/1V5X2ejf7T
-
#Tesla #Semitrucks #trucking https://t.co/z8libzTSV6",Torque News,2020-04-23 23:58:47,"Fort Mill, SC",positive,3090.0,2481.0,0.0,0.0
103,0ffc1e1d-ea36-4c27-a454-99817d0f77e2,1253473447667068928,There was a Tesla behind me in the taco Bell drive-thru and it made me feel really successful,Avery,2020-04-23 23:58:52,"West Sacramento, CA",positive,39338.0,391.0,0.0,5.0
104,4d8fb922-1831-48de-9bce-0814b15d8aef,1252309935762931715,Honda Motor Company Ltd (HMC) stock dropped by 1.4582%! Currently priced at 22.3. https://t.co/AelX1HRkNl,EquityMongoose,2020-04-20 18:55:30,"Philadelphia, PA",negative,,,,
105,42c116ad-ae58-4c2d-aa4f-8b7ae388023b,1252363255936282626,@namjoon_trash94 it is jungkook :) it was posted on the hyundai instagram,𓂃𓏸愛𝖾𝗅𝗅𝗂𝖾⁷,2020-04-20 22:27:22,Scenery,negative,,,,
106,46169221-38d8-4174-a33d-42718b466736,1252355450617491465,@evanroggio I’m gonna run your Volkswagen over in a Raptor.,Jimmy Steaks,2020-04-20 21:56:21,,negative,,,,
107,28accebd-90f4-4e0b-9a5f-c2ba9816d9f8,1252359087095902209,The all new Volkswagen Tiguan “Meteor” Commercial 60 Seconds   YouTube https://t.co/odTavY1x5I via @YouTube @samtripoli  dude is this them telling us man wtf,jose,2020-04-20 22:10:48,Nine cloud ,negative,,,,
108,c4c40216-907a-4556-bdc6-04932bd59610,1252361962194796544,@njc2oo Says the guy who’s entire generation was introduced to him by a Volkswagen Cabrio commercial.,Max Deadroom,2020-04-20 22:22:14,"Denver, CO",negative,,,,
109,8a5e7480-366c-4d53-9496-07b93bd52b43,1252363818732150787,"@anthonypants @BAKKOOONN Like Hitler before him, Elon Musk also had an ambitious project to make a car for the people. Unlike the Tesla Truck, the Volkswagen actually worked.

That's why, on Hitler's birthday, we celebrate car visionary #ElonMuskDay",A War On Dougs,2020-04-20 22:29:36,,negative,,,,
110,3784dafb-06e9-464c-9389-623053a7c6fa,1252365008966729728,@angieandmurry same sound as my volkswagen beetle with a bad starter,Sensual Chocolate,2020-04-20 22:34:20,,negative,,,,
111,b8fa6a67-a2bd-411d-8492-dc826c48eb42,1252304719365787648,"FOLKS WARNING 
WE ARE RAPIDLY HEADED TOWARD A FINANCIAL DEPRESSION. WORSE THAN THE GREAT DEPRESSION. LOOK AT FORD MOTOR COMPANY THEY MAY NOT SURVIVE. I'VE BEEN TOLD STORE TWO WEEKS OF GROCERIES AND START A GARDEN. 
THIS PAIN IS SELF INFLICTED BY THE REPUBLICAN PARTY.",Bobbyjean9,2020-04-20 18:34:46,United States,negative,,,,
112,81650a01-07fb-40b9-9e34-6738a9980e67,1252307244718477313,Sad But IMO RIP @FordEu @Ford😌No more Focus RS model and with current ST Focus model massively overpriced and current ST line Focus Massively overpriced and uninspiring its so cheap looking especially inside a once great motor company is in serious decline #Ford,Darren Buckley🇮🇪,2020-04-20 18:44:48,Cork City🇮🇪,negative,,,,
113,8fd47e39-5067-4e65-867f-0da6c25502e1,1252314059174752256,Ford motor company just had to borrow $$ off bonds.. the lender gave them 9.6% interest because the lender thinks they won’t make it #trumpsfailedeconomy #COVID19,guerrasanchez,2020-04-20 19:11:53,"Georgia, USA",negative,,,,
114,db3e55ad-cfe9-45fe-a2f3-f8c9628360bd,1252319240054587393,"Happy birthday to the #DollarThief your work and commitment has been our struggle, your struggle, My Struggle

1919 on 1st Jan, Edsel Ford succeeds his father, Henry Ford, as president of the Ford Motor Company

Enjoy your birthday today, maybe you'll be 4th time lucky 🍀 https://t.co/H6vuoTU2yS",Carlos Garcia,2020-04-20 19:32:28,Manchester,negative,,,,
115,1e401342-85d3-492d-ae5e-3a00956228a6,1252338586395070464,"@obannonJD @Teslarati Its OK. He is way better than Henry Ford who bankrupted himself twice before making it work at the Ford Motor company. At the end of this all, Elon Musk will be remembered as greater than the sum of Henry Ford and Werner Von Braun. https://t.co/RPgAaXQvSl",Angel N Devil,2020-04-20 20:49:20,"Pennsylvania, USA",negative,,,,
116,c2eab814-81f8-4253-bbaa-e2aa5b11921f,1252364276846612482,this is a difficult and uncertain time for us all... buy a toyota,L,2020-04-20 22:31:26,,negative,,,,
117,bb7bfa41-2ba7-45b5-9dba-69076ee4b5e3,1252364942985945094,@ChilliKong But Tate Kong I thought you don’t like Toyota,Indileni,2020-04-20 22:34:04,Windhoek Ondangwa Ongwediva,negative,,,,
118,831c1cbe-aa89-4767-a12e-1b4ad1fa698b,1252365078818549762,@IndiraNelago Toyota bakkies. I hate em.,Monkey™🇳🇦,2020-04-20 22:34:37,KFC ,negative,,,,
119,ccb9fa3a-1f70-4e7c-9b6c-e490b9220a2f,1252362821058179074,"What would you do with your life if you knew there were no limits? — I'd steal a ferrari or an Audi, drive as fast as I can, drink, smoke, get a tattoo
Watch sunrise somewhere far.  https://t.co/fuRRPo5876",NAIYERA.,2020-04-20 22:25:38,ما وراء المحور,negative,,,,
120,18925b4f-cf7f-4a8c-bcbd-3e82666b72c9,1252363098976948226,"@seanhannity @DavidAdrianUSA 😂 so now the President, and media op-ed's are responsible for the actions of individuals 😂 how pmrc of y'all 😂 things really have come full circle. What ever happened to personal responsibility?🤔 Are you blaming Audi car manufacturers for people who crash due to commercials..",Turnip P Marsden,2020-04-20 22:26:45,"Denver, CO",negative,,,,
121,d08d4fdd-da58-4472-b3cd-c437af870b3c,1252363405131788289,"@wordamentalist Audi

(stands for Arsehole Usually Drives It)",Graham Niven,2020-04-20 22:27:58,,negative,,,,
122,fafb0972-356e-4464-8bd9-4712d165eddc,1252364522716688386,Parked the Audi now we sliding Ina rental✅,1300 boy🧟‍♂️💚,2020-04-20 22:32:24,,negative,,,,
123,8b4aa320-8b80-4afd-86cc-3d4c57702bf5,1252368498094862336,@UnrulySea @fredwalton216 Nothing SHOULD save them. Elitest MFers heavily in debt Audi drivers who dont need to obey stop signs in the parking lot will just have to deal with Nordstrom I guess.poor wine moms. What ever will they do!,Michael Kenney,2020-04-20 22:48:12,"Philadelphia, PA",negative,,,,
124,54999be8-748d-417b-aba0-c42f58b92a52,1252368227839078404,"To the guy ripping down my street letting the backfire of his BMW M3 go off, I just wanted to let you know, you’re the coolest guy in the world. I want to be you when I grow up.",Anthony Lamanna,2020-04-20 22:47:08,,negative,,,,
125,93897836-2f29-4cc1-be83-b7b29f4aeade,1252368755629293571,@adam22 kept it bmw and but a bar end on his shit. https://t.co/L2mYVH4vY1,shooting star,2020-04-20 22:49:13,"Las Vegas, NV",negative,,,,
126,a9ec4836-1ae3-4855-9e56-21f41e998405,1252944839739670528,"#OTD in 1968, thousands of employees of the Ford Motor Company of Canada began a weeklong strike at an assembly plant in St. Thomas, Ont.

https://t.co/t5SkpKUcP6 #history #Cdnpoli #Cdnecon #philately #collectstamps #onthisday https://t.co/XvlAROZaJ2",CCN & CSN,2020-04-22 12:58:23,"Welland, Ontario",negative,,,,
127,6facd17c-4703-4ec9-a66a-d257bc8ba0cf,1252970296770023424,"@CNN I have a good friend who's surname is ""Ford"". I should ask him what he thinks about Ford Motor Company's business and compensation plans. Because that's about as much as Abigail Disney knows about Disney's. She has zero...ZERO...knowledge about anything at that company.",SC Norman,2020-04-22 14:39:32,,negative,,,,
128,492eb1c3-4c04-4904-bd1b-c59f73f737b4,1252972173976670214,"@gatewaypundit and I am wondering how many of the THOUSANDS
ventilators that so many, including Ford Motor Company is now making, are needed
Orygun little girl governor Katie sent 140 to Cuomo
If they are so desperately needed and WA state was
in excess of 400.........why?",Black_Raven135,2020-04-22 14:47:00,,negative,,,,
129,d282c973-31a5-4d3a-9c90-0abed9a0370c,1252981214555910144,"@simonsarris Socialists of the 1920s (e.g., the Fabian Society) used to go on about the wasteful duplications of capitalism. Why more than one factory making fountain pens? Far more efficient to run national economies like scaled-up versions of the Ford Motor Company.",ΧΡΙΣΤΌΦΟΡΟΣ bɝːd,2020-04-22 15:22:55,"Victoria, British Columbia",negative,,,,
130,bb1fb996-bf4d-4168-8f55-20388b63c223,1252988162282061824,@brianlilley @JLCWood2017 @CanadianPress @JustinTrudeau Actually I built Crown Vic's and Grand Marquis Ford Motor Company we had the STOP PROGRAM. Summer students if family members worked the assembly lines and made very good money. The word is they WORKED FOR IT! 10 hour shifts for 13 years,MS JACQUIE🇨🇦,2020-04-22 15:50:31,,negative,,,,
131,a8846801-142b-48e1-9433-528296906e53,1252888225967996928,"Tesla, Inc. (TSLA) surprised the market with Q3 result.  J.P. Morgan Chase changed the rating to Hold, as Tesla, Inc. (TSLA) has negative EPS revisions (down 3%) and not enough upside to warrant a Buy rating.",EquityMarketPredictor,2020-04-22 09:13:25,,negative,,,,
132,c48d1816-a18b-48ec-823f-8654a1349c0d,1252908122429108224,Apple and Tesla are making medical equipment to fight Covid-19. What happens when it's over? @donreisinger https://t.co/SseRHJYXtA,Inc.,2020-04-22 10:32:28,New York City,negative,,,,
133,abb45838-8ceb-4a1d-bdc8-24e1821d1e62,1252977123272376323,"More isn't always better when it comes to data - at least if it's not usable. 

#data #teslagov #information #dmv #government

Disadvantages of Lots of Data | Tesla Government Inc https://t.co/kU95AgeD4T",Tesla Government Inc,2020-04-22 15:06:40,"Vienna, VA",negative,,,,
134,bd73566d-2f0f-4b8e-aa23-1ca5226a770d,1253034729559019525,"I’d rather be hit by a bus than a car. The city got money for me to sue. Nobody trying to get hit by a 98 Honda , my medical bills be worth more than that car.",🅲🅰🆁🅻🅾 💎⛓,2020-04-22 18:55:34,"Timberland, Nyc",negative,,,,
135,34894ba7-c5c6-426a-9033-29c63c682611,1253034984681635841,"Very true. I recall one time at the border, a cop let a couple of cars pass easy peasy back into Botswana. My turn, the man asked me to pull to the side, and that I get out so he does a thorough search. 10 whole mins my honda fit being searched. What for idk 😂 https://t.co/P5usGjOb1s",Farmboy 🐓🌾🌽🇧🇼,2020-04-22 18:56:35,"Gaborone, Botswana",negative,,,,
136,76216f20-90d5-46f0-b9ae-d14cf0a3a758,1253035322222407680,Second time Honda dealership try’s to scam me smh 🤦🏽‍♂️,Dr_octavious,2020-04-22 18:57:55,,negative,,,,
137,711b39fa-fb9e-4c0c-bc22-3ca050faded1,1253035516834074626,"@joserosado Honda and Ford came out with hybrids around the same time as the Prius.

The problem with them is they looked like their other cars, so you wouldn’t get as much Social Currency as the distinctive Prius.

So they didn’t sell well with the “green” crowd.",Abraham Lopez,2020-04-22 18:58:42,US,negative,,,,
138,4bc84542-025a-47f0-9797-2d466c388e48,1253061288017539072,@tesla_unplugged Very sorry to hear. Sending hugs,Tesletter,2020-04-22 20:41:06,SF Bay Area,negative,,,,
139,268beb45-5a33-4c7b-8ad9-45b2361dc567,1253061324382199808,"@Tesla @elonmusk “For a CEO that claims to want to make the world a better place, you’d think Elon Musk would start with his own workforce.” #PayYourWorkersElon https://t.co/0ptKASChRX",SiliconValleyRising,2020-04-22 20:41:15,"San Jose, CA",negative,,,,
140,103486e2-183e-45b5-a6f2-d00fcf22e3b5,1253061350873587714,reasons why i need more tesla stock... yesterday 😭 https://t.co/T4Fne1w1fY,Ϗ𝝰ɨ 🌹,2020-04-22 20:41:21,The Capital District.,negative,,,,
141,409476aa-8436-4fff-8947-89b96659ba2d,1253061368078462979,Hey @DavidDobrik my moms car caught on fire Tesla?,epicgamerman,2020-04-22 20:41:25,,negative,,,,
142,274bdda5-447e-428a-b1d8-3a52de82635f,1253061691333582850,"@BonaireVolt @HeyHowA73126013 @skorusARK That’s your opinion, clearly not mine. As I said, IF you believe Tesla is disrupting all those things, you believe it will reach 1000s per share. If you don’t, well, good for you.",Vincent Karaboulad,2020-04-22 20:42:42,"Paris, France",negative,,,,
143,78936a14-a9bd-4a2b-9c69-bec022edf273,1253043901109276672,"After women, fear men who drives Volkswagen ☻💩 https://t.co/KBMJjWFD36",Señor Sammie NESHUKU ® 🇳🇦,2020-04-22 19:32:01,🇳🇦 Helao Nafidi|Khomasdal ,negative,,,,
144,63664890-33bf-41f4-aeff-67af1d2537ec,1253061906316685313,"Without exaggeration, it takes two seconds to defraud a market to the tune of billions. It takes two years to even start to pick up the pieces via the courts. From the funding secured docket, In re Tesla Inc. Securities Litigation. https://t.co/W6nYMJAUbW https://t.co/cBuv5MddTk",PlainSite,2020-04-22 20:43:33,,negative,,,,
145,32d7fce1-267f-42ae-858f-a26b2da442ad,1253061949417574401,The amount of ppl defending this shit 😂😂😂😂 y’all bitches will never get a ring believe that https://t.co/lvWvOyXoMJ,Ray Tesla,2020-04-22 20:43:44,"Youngstown, OH",negative,,,,
146,a7d1d074-acbd-48e1-8978-568d47ee5614,1253062193945468928,@TheMuddySchmuck @Tesla Those are good points. I personally never thought oil was done here. It is however a very clear example of a dependency we could and must do without.,Bryan Seely,2020-04-22 20:44:42,,negative,,,,
147,78b9b7d9-4962-4fa2-9b70-cd287cd00abb,1253062415329214474,@abdashsoulTDE @wristsisfrogs @ez_da_great I don’t like him but he’s right,Ray Tesla,2020-04-22 20:45:35,"Youngstown, OH",negative,,,,
148,cb4d6326-1ffa-4fec-b56e-2db617ff5d42,1253049077656424448,"Hi all 

My Silver VOLKSWAGEN TRANSPORTER like in the pic, Reg no. VU12 ZBR was stolen today on BARRY ROAD SE22 while I was delivering food, drinks and shopping to people 

Have you seen this vehicle? 

Contact me… https://t.co/AkGbqAzCJ9",""" Never Grow Up Its A Trap """,2020-04-22 19:52:35, ,negative,,,,
149,eabd2975-b9c2-4b60-b1f8-910b3a43ff9f,1253062467971887106,"Nikola Tesla is rolling over in his grave, his names are fighting lmao https://t.co/02OtmYTTBD",nick-fil-a,2020-04-22 20:45:47,,negative,,,,
150,a21ea5b5-6668-4134-a6a7-64f4c45ebb86,1253062559567052805,"We got some Tesla on Silkroad 👀 

I realized after I kind of put Tesla to upset those so oppossed to electric cars . That’s the root of America right there. Some not believing something works unless it causes environmental destruction. “ we have always done it this way “ https://t.co/zDzXTFuR8N",There is No Clit,2020-04-22 20:46:09,"Chicago, IL Aesthetic Assethics Anesthesiologist",negative,,,,
151,15f07b20-a43c-41c1-bb11-b7b8235ab296,1253053365619240960,the audacity of a man to hit on me whilst in a volkswagen beetle,"stop going out, dumbasses",2020-04-22 20:09:37,,negative,,,,
152,613f92e9-9e68-46c2-9a81-9748fd6a7c75,1253053829651877889,@BuckeyevsTworld It's an overpriced Volkswagen.,Staci,2020-04-22 20:11:28,Ohio,negative,,,,
153,2fbe00fe-ea38-4729-89c5-0cc088639c32,1253062724973670400,ok so yall can talk abt drama all the fucking time but the one time i mention how i got blocked by elon musk in a story involving a dildo button n penetration in a tesla IM the weird one,serena is nsfr,2020-04-22 20:46:49,she/her | cursed cunts,negative,,,,
154,05f1f4db-f319-4194-b0a8-7cc37cfdffa7,1253054288038965250,@irack_216 😭😭😭 mines was $70 with my Chevy.  I can only imagine how much it’s about to be with my Volkswagen 😩😩,Sue 🌸,2020-04-22 20:13:17,"Cleveland, OH",negative,,,,
155,6c822387-09b7-4008-8f60-bcebfedc0872,1253062772218191872,"@lucvandal @reneritchie After seeing the vegan leather Tesla uses for car seats, I tend to agree. Except they say they still have to use real leather on the steering wheel, because the faux stuff doesn’t hold up to prolonged exposure to hand oils.",jcieplinski,2020-04-22 20:47:00,"New York, NY",negative,,,,
156,60e6b892-f660-4084-ac35-2a132d22c0b3,1252595887395594242,Ford Motor Company is issuing a safety recall for select 2020 Ford Expedition vehicles. The belt tension sensor in the front passenger seat belt buckle may malfunction and can lead to a misclassification of the size and weight of the occupant for the restraint system.,ownersite,2020-04-21 13:51:46,"Roswell, GA",negative,5.0,193.0,0.0,0.0
157,74f4a45a-313a-417d-8b3c-bb5e5c493993,1252686392347357185,"@thehill I just hope the immigrants don't leave because we need all the scapegoats we can get. God forbid if we ever run out, since we'd have to order Ford Motor Company to retool to manufacture 10,000 new scapegoats a day.",The Mad Guesser,2020-04-21 19:51:24,"Poulsbo,,WA,Havana,Atlanta,Geary.OKSaskatoon,Donnacona,QC,EielsonAFB,Nuiqsut,Noatak,Fairbanks,AK,HonoluluBerkeley,Mt Wilson,CA, 1952",negative,62.0,2.0,0.0,0.0
158,e3b4f96f-ec0b-42f3-99d1-ccf7cc33fe1a,1252728556456751109,"Ford Motor Company Is Losing $165 Million a Day. Is it Time to Sell?
#gtnews #news #carlover
 #gaming
#gamingcommunity https://t.co/n4pobQTB6y",grantopher,2020-04-21 22:38:57,,negative,973.0,3.0,0.0,1.0
159,7bdb5b63-fccc-4fad-ae6c-52b89f0c1de1,1252740196757626888,Ford Motor Company Is Losing $165 Million a Day. Is it Time to Sell? https://t.co/EuPCnP06bW,The-Company,2020-04-21 23:25:12,winston salem,negative,99.0,92.0,0.0,0.0
160,d0a9e0eb-9a6d-40fe-9c8c-7880b7b2b3cc,1252792048295587842,"On September 4th 1957, The Ford Motor Company launched The Ford Edsel–named after Henry Ford's only son. 18 versions of the car were made and people believed it would be the car of the future! However, it was a huge flop being called ugly and overhyped, costing them $250 million! https://t.co/3IahwLFiwB",Oddities From The Wacky Factory,2020-04-22 02:51:14,"New Jersey, USA",negative,89.0,31.0,0.0,0.0
161,b14006fc-82f9-4a8e-91a5-8e4e239b2cb9,1252799556099563521,"Ford vs. Ferrari
Pro: Christian Bale
Pro: Matt Damon
Pro: Great driving action
Pro:Carroll Shelby (except he’s a sellout)
Pro: Ken Miles (except he’s an obsessive psycho)
Con: Ford Motor Company is an illustration of almost everything that’s wrong with this dick swinging country.",Jake Sutton,2020-04-22 03:21:04,United States,negative,26966.0,1161.0,0.0,2.0
162,0aa914b1-017f-4a9f-acc3-b6348b52524c,1252898077477703680,Ford Motor Company Is Losing $165 Million a Day. Is it Time to Sell? #Topbuzz https://t.co/WmjCMigGo8,vandizzle,2020-04-22 09:52:34,,negative,7779.0,149.0,0.0,0.0
163,c43ef80e-9e26-4f99-89d3-4427b7d182b0,1252944839739670528,"#OTD in 1968, thousands of employees of the Ford Motor Company of Canada began a weeklong strike at an assembly plant in St. Thomas, Ont.

https://t.co/t5SkpKUcP6 #history #Cdnpoli #Cdnecon #philately #collectstamps #onthisday https://t.co/XvlAROZaJ2",CCN & CSN,2020-04-22 12:58:23,"Welland, Ontario",negative,3010.0,723.0,0.0,1.0
164,38be6097-84a6-4d9e-9629-353eed217463,1252970296770023424,"@CNN I have a good friend who's surname is ""Ford"". I should ask him what he thinks about Ford Motor Company's business and compensation plans. Because that's about as much as Abigail Disney knows about Disney's. She has zero...ZERO...knowledge about anything at that company.",SC Norman,2020-04-22 14:39:32,,negative,4638.0,310.0,0.0,3.0
165,37ddc11b-9be9-487d-afeb-4ef42afb824e,1252972173976670214,"@gatewaypundit and I am wondering how many of the THOUSANDS
ventilators that so many, including Ford Motor Company is now making, are needed
Orygun little girl governor Katie sent 140 to Cuomo
If they are so desperately needed and WA state was
in excess of 400.........why?",Black_Raven135,2020-04-22 14:47:00,,negative,28652.0,20073.0,1.0,0.0
166,4fbc3c76-01a6-4c57-84bb-6556d612ca04,1253454431254908929,just got the bts hyundai ads 🥺 they used sun kissed for hobi... lowkey crying... https://t.co/0T0qzrQrnP,cami₂₉ ♡ chan | nsfr,2020-04-23 22:43:19,changbin’s salon ♡ | she/her,negative,49568.0,544.0,0.0,2.0
167,72a70404-5cb9-4491-be4b-8955d6d7784a,1253454983732789261,"@thirdrowtesla What’s baffling is...

why Google appointed the former CEO of Hyundai America to lead Waymo

and

why GM appointed an ex-investment banker to lead Cruise",Disruption Research,2020-04-23 22:45:30,,negative,4946.0,6025.0,3.0,18.0
168,f93875c9-64e6-4b49-a8cb-e2568eb76e0f,1253455003060178944,15 minutes until this BHA Hyundai event thingy and my arse volcano has erupted,Bleeding Gums CK,2020-04-23 22:45:35,,negative,180215.0,851.0,0.0,1.0
169,69396559-94d4-41a8-b9a5-2da4a1064994,1253456020694863872,"@the_cakegoddess Todays traffic lights, sidewalks and bridges took me back to the ""Hyundai"" days!! 🤣 UK fans will know this struggle #sanditon https://t.co/9J0xKFgc3p",🍑Lizzie Annette🍑,2020-04-23 22:49:38,,negative,5640.0,321.0,0.0,1.0
170,557b2c3a-42f7-4030-98f8-7fd7c81c6ae2,1253456498849538048,@Fany2812 @Hyundai_Global @BTS_twt The other member’s selfies in the dark with only flash were not this low quality,with luv⁷ 🌙,2020-04-23 22:51:32,,negative,20035.0,184.0,0.0,0.0
171,df20f952-3db6-4e07-9b32-de7d558b784d,1253458935618699266,white sadness is scraping the sub pop sticker off the leased hyundai you have to return tomorrow,matt,2020-04-23 23:01:13,,negative,17094.0,94.0,0.0,4.0
172,d201774e-f4da-4be2-b765-b5791017f071,1253459728887427073,@NBCTheVoice @LAYS @johnlegend Him and his narcissistic sociopathic wife @chrissyteigen are Saul Alinsky fascist @Hyundai @Target,Lion & Lamb,2020-04-23 23:04:22,Legal Merican ,negative,88630.0,2985.0,0.0,0.0
173,81e7cc71-becb-482d-866d-fb68fc141195,1253463722967928832,"@berlu135 @p_ferragu I'm not

That's absurd, for the golf. 
A 2018 Hyundai Accent is 2500lbs. 
My subaru weighs 2800lbs and has AWD. 

I love how you try to call shit that's not the case. 
The golf is a little heavy for what it is, but 3500lbs isn't light by any means. Don't fucking delude yourself.",Himiko Tsuhane,2020-04-23 23:20:14,,negative,12556.0,240.0,0.0,0.0
174,7ec93d39-174e-4f9b-9cd4-e90edc2ca8d7,1253471595756163073,@AllianceXrp @Ripple @JoelKatz Dude what’s your deal with @elonmusk? I’ve seen you hate on him in three of your last three tweets. Your Tesla not getting advertised range or what?,XRPatriot,2020-04-23 23:51:31,,negative,325.0,15.0,0.0,1.0
175,0e1b08f6-2404-46ab-a17d-ba863df9176c,1253471760604954624,Tesla is showing the corporate world how to be socially responsible in times of crisis. The best organizations are those who realize they are accountable to a larger society. #MKTG3104 https://t.co/BowSR5SkrT,Hannah Stephenson,2020-04-23 23:52:10,Virginia,negative,3429.0,85.0,0.0,0.0
176,14712ffc-6e55-4243-8af5-25f6011a9502,1253472186607648768,"@cppinvest I've had similar conversations with friends, family and random strangers.
None of them are likely to ever buy a Tesla but how DARE I say anything bad about Elon Musk?
EVERYONE knows he is saving the world.
Stop with the conspiranoia!",Keef Wivanef,2020-04-23 23:53:52,Woop Woop,negative,155.0,125.0,0.0,20.0
177,7fb91cc0-e0ae-4c19-9fdc-5196e71ff98c,1253472373321478149,"@Hypermobile2011 @normalizingFTW @Starbrina1 @BoycottGrimes There is, but I can’t think of it. I think with her it’s an unhealthy obsession with Musk, Grimes is just collateral. Can tell from the Tesla video, her body language is childish and uncontrolled.",JulieCrampton73,2020-04-23 23:54:36,,negative,741.0,16.0,0.0,2.0
178,353198bb-4aa3-4001-aa0f-9f3fe58b42c8,1253472534244229120,@bustakap90 @Jalopnik @Tesla agreed. rip @INFINITIUSA,drew,2020-04-23 23:55:15,dallas,negative,5579.0,781.0,0.0,1.0
179,a6836f20-8af3-4f49-92cf-10ce8e45f7e9,1253472557132627968,"It's not about buybacks alone. 
I'm fine with people taking a gamble on Tesla, for example, but there should be some rule preventing innocent people's money going into such risky endeavors through pension and other funds.
How's that for a suggestion @chamath ?",Rob Forth,2020-04-23 23:55:20,Belgium,negative,30413.0,1344.0,0.0,1.0
180,f8a0d2a7-7810-401c-97fb-53560848b5aa,1253472652498526208,"@drdabbles @greentheonly Ok ? I follow this guy , he posts interesting stuff and I thought Tesla was ok with it but obviously crossed the line and pissed Tesla off. So he should back off and let them work. IP is the work of others, don’t mess with it if you have any class",I like Teslas,2020-04-23 23:55:43,,negative,10473.0,1477.0,0.0,0.0
181,6b6c7a92-cbf7-43a5-941a-aa73bd9b1e16,1253472670840057856,"Dammit, @Tesla should just split the stock already so that the bulls and bears can agree that under 700 is even close to reasonable. https://t.co/b9BRvwDuEQ",TeslaJess,2020-04-23 23:55:47,United States,negative,16281.0,1039.0,0.0,10.0
182,e1c6602e-5d8f-4b79-883f-ea4ff55242c9,1253472753828552704,"@MikePalmer217 @sander_gabe @Teslarati If they made them compatible with all EVs, that would not be smart for Tesla",Logan,2020-04-23 23:56:07,"Blackhawk, CA",negative,44691.0,6769.0,0.0,0.0
183,98c8a734-1764-4dbb-8e9e-520a48e40863,1253472876432408579,"@ramonricky71 @Tesla I HATE YOU SO MUCH!! Not really but I do want to steal your Tesla, so I can watch Harry Potter. Sorry that’s the last time I’ll use that joke.",Leigh Kopaczewski,2020-04-23 23:56:36,"Round Rock, TX",negative,285.0,31.0,0.0,1.0
184,2abcead9-7764-484c-ad1c-b2088d4becd6,1253473574834372614,"here we have things like the Tesla Cybertruck and irl hovermobiles going on big time, and self-driving semis and buses too, and we let this virus stymie us. ridiculous!",attempt serenity,2020-04-23 23:59:23,United States,negative,13050.0,406.0,0.0,1.0
185,f633beff-0184-4bc0-8bdc-1ddf791c748c,1251436925526958081,Sometimes I think Honda must only hire engineers who are masochistic. Look at where this mounting bolt for an NT700 ABS unit is located. And it's threadlocked too. Honda Motor Company indeed. Certainly not the Honda Rational Packaging Company. https://t.co/8QFg3k470Y,Nevin Power,2020-04-18 09:06:28,Ireland,neutral,,,,
186,3c5331cc-c934-44a6-9670-3b1a5a35a3bd,1252173036536639488,The Honda CRF450X is an off-road motorcycle made by Honda Motor Company. It currently has a 450 cc (27 cu in) liquid-cooled single-cylinder engine.,Muffings,2020-04-20 09:51:30,,neutral,,,,
